start_date,end_date,status,progress,duration_in_seconds,finished,recorded_date,response_id,user_language,consent,state,age,gender,education,ideology_general,household_size,sus_1,sus_2,sus_3,re_1,re_2,re_3,sev_1,sev_2,sev_3,se_1,se_2,se_3,mrr_1,mrr_2,mrr_3,rc_1,rc_2,rc_3,proto_caring,proto_informed,proto_dedicated,proto_pushy,proto_stubborn,proto_arrogant,proto_patriotic,proto_responsible,proto_similarity,willingness_1,willingness_2,att_1,att_2,att_3,att_4,att_5,att_6,sn_1,sn_2,sn_3,sn_4,sn_5,int_1,int_2,int_3,beh_1,beh_2,beh_3,feedback
2018-07-31 02:51:55,2018-07-31 02:55:54,0,100,238,1,2018-07-31 02:55:55,R_27NCJyL9cKqHIpH,EN,1,57,28,2,6,1,3,1,4,1,2,2,2,1,2,2,3,3,2,5,5,3,3,2,4,NA,1,1,NA,NA,1,NA,1,2,3,2,2,4,1,3,5,1,1,1,2,3,2,2,3,2,12,10,10,NA
2018-07-31 02:55:37,2018-07-31 03:00:10,0,100,273,1,2018-07-31 03:00:11,R_2E9JliNtoNbEEBD,EN,1,41,33,1,3,1,4,2,4,3,5,3,3,1,1,3,2,4,2,5,4,3,4,4,5,NA,NA,1,NA,NA,NA,NA,1,3,4,4,1,5,1,1,5,1,2,3,2,3,3,3,3,3,12,11,NA,NA
2018-07-31 02:50:43,2018-07-31 03:02:27,0,100,703,1,2018-07-31 03:02:27,R_1d4QsnTOWZTGi1o,EN,1,46,44,2,2,0,2,1,5,1,1,1,1,1,1,1,5,1,5,5,5,3,5,1,5,1,1,1,NA,NA,NA,1,1,4,5,5,1,5,1,1,5,1,1,1,1,4,4,1,1,1,11,11,NA,NA
2018-07-31 02:59:09,2018-07-31 03:04:27,0,100,317,1,2018-07-31 03:04:27,R_U9DyvEpILtvAlBD,EN,1,31,23,1,2,5,2,2,4,2,5,5,5,2,4,4,4,2,4,5,5,5,1,2,2,1,1,1,NA,NA,NA,NA,1,3,1,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,11,11,NA,NA
2018-07-31 02:59:46,2018-07-31 03:07:29,0,100,463,1,2018-07-31 03:07:30,R_2v82OzQ5EK6tTpx,EN,1,41,26,1,5,6,2,1,5,2,2,4,2,1,2,2,2,5,2,4,5,4,2,3,4,1,1,1,NA,NA,NA,NA,1,2,1,2,1,5,1,1,5,1,1,1,1,4,4,4,4,5,11,11,NA,NA
2018-07-31 03:11:13,2018-07-31 03:13:48,0,100,154,1,2018-07-31 03:13:49,R_27JUT2Ufol63E7Q,EN,1,41,20,2,3,0,1,1,3,2,5,5,4,1,1,3,5,1,3,5,5,3,1,2,3,1,NA,NA,NA,NA,NA,NA,1,1,1,1,3,3,3,3,3,3,3,3,3,5,5,4,4,4,11,11,NA,NA
2018-07-31 03:14:54,2018-07-31 03:16:46,0,100,111,1,2018-07-31 03:16:47,R_1CHm31l0CKWZwFr,EN,1,57,32,1,5,2,1,2,2,2,3,2,2,1,1,1,3,4,1,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,11,11,NA,NA
2018-07-31 03:28:57,2018-07-31 03:35:28,0,100,390,1,2018-07-31 03:35:28,R_2BqxnL6lQdDxTYj,EN,1,24,27,1,4,10,2,1,4,1,2,2,2,1,1,1,3,3,3,4,5,5,5,4,3,1,1,1,NA,NA,NA,NA,1,3,4,3,1,5,1,1,5,1,3,3,3,5,5,1,1,1,12,10,10,Thank You for the survey
2018-07-31 03:38:21,2018-07-31 03:40:40,0,100,138,1,2018-07-31 03:40:40,R_u1AtAbaM8k4SJQ5,EN,1,54,67,1,5,8,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,NA,1,NA,NA,1,NA,NA,1,4,4,4,2,1,5,3,4,2,2,2,2,2,2,2,2,2,10,10,10,GOOD SURVEY
2018-07-31 03:39:27,2018-07-31 03:43:08,0,100,220,1,2018-07-31 03:43:09,R_27Eac9HNUC2XIyd,EN,1,33,34,1,2,6,1,1,5,1,3,3,2,1,1,1,4,1,5,3,3,4,4,1,4,1,1,1,NA,NA,NA,NA,1,3,2,3,1,5,1,1,5,1,3,3,3,5,5,2,2,2,11,11,NA,NA
2018-07-31 03:37:50,2018-07-31 03:45:47,0,100,476,1,2018-07-31 03:45:48,R_3FXzwopCcJeyJTd,EN,1,27,28,1,5,2,4,2,2,2,3,2,3,2,1,2,2,2,3,2,3,1,2,3,2,NA,NA,1,NA,NA,NA,NA,1,2,4,4,3,2,4,4,4,4,2,2,1,1,2,3,2,1,10,10,7,it is very useful to us
2018-07-31 03:45:11,2018-07-31 03:53:39,0,100,507,1,2018-07-31 03:53:40,R_vppWG2KLfwD90kx,EN,1,34,39,1,3,1,1,2,4,1,1,1,1,2,2,2,4,2,3,4,3,3,5,3,5,1,1,1,NA,NA,NA,NA,1,2,3,3,1,4,1,1,5,1,1,1,1,4,4,3,3,3,12,11,NA,Hmm this has me wondering if we use some green power xcel energy provides our service. Theres a big solar and wind farm near by in Chisago county MN I dont know if they tap in to that
2018-07-31 03:45:51,2018-07-31 03:55:16,0,100,565,1,2018-07-31 03:55:18,R_1pxS9PXIXFwQPY8,EN,1,44,30,2,5,6,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,3,3,3,4,4,3,2,4,2,2,2,1,2,1,2,1,2,10,10,7,NA
2018-07-31 03:41:43,2018-07-31 04:01:52,0,100,1209,1,2018-07-31 04:01:53,R_1QJF50cDimzi1ho,EN,1,43,27,1,3,4,2,3,3,3,3,3,3,2,2,2,2,4,2,5,3,3,3,2,3,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,1,5,1,2,5,5,1,1,1,2,2,3,3,3,11,11,NA,NA
2018-07-31 03:56:31,2018-07-31 04:02:19,0,100,347,1,2018-07-31 04:02:19,R_2QRI6Uxg14xHpJT,EN,1,25,28,1,5,8,3,1,3,2,1,2,2,1,3,2,1,1,2,1,3,2,2,2,1,1,1,NA,NA,NA,NA,1,1,3,3,4,3,5,4,2,5,1,2,1,3,2,1,2,1,1,10,10,10,NA
2018-07-31 04:24:31,2018-07-31 04:27:12,0,100,161,1,2018-07-31 04:27:13,R_1GBOHrQauFC42AS,EN,1,47,28,1,5,9,4,1,4,3,3,4,2,1,3,2,3,1,3,1,2,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,1,3,2,5,4,5,5,3,4,3,1,2,3,1,4,4,2,11,10,10,NA
2018-07-31 04:26:39,2018-07-31 04:31:20,0,100,280,1,2018-07-31 04:31:20,R_2Vq33d5zjgz9qX6,EN,1,20,41,2,2,7,4,2,4,2,2,2,2,2,2,2,2,4,2,4,4,4,3,3,4,1,1,1,NA,NA,NA,NA,1,3,4,2,1,4,1,2,4,2,2,2,2,3,3,2,2,2,10,10,10,NA
2018-07-31 04:28:39,2018-07-31 04:34:52,0,100,373,1,2018-07-31 04:34:53,R_3hbFy5kLtDR1MWd,EN,1,57,38,2,3,8,9,4,3,4,5,4,3,4,4,4,4,2,2,4,3,2,1,1,2,1,NA,1,1,NA,1,NA,1,2,1,1,3,2,4,2,3,3,3,3,2,2,3,4,3,3,11,11,NA,"It all comes down to expense. limited funds=limited options. As soon as it's down to a dollar difference, I'm all for it. Twenty? Can't justify it."
2018-07-31 04:23:23,2018-07-31 04:36:31,0,100,788,1,2018-07-31 04:36:32,R_V3gI2vETvAJu8Yp,EN,1,21,47,2,5,0,3,3,4,3,2,2,2,2,2,3,2,3,3,4,3,4,4,2,3,NA,NA,1,NA,NA,NA,NA,1,3,1,4,1,4,1,1,4,1,3,3,3,3,3,3,3,2,12,11,NA,NA
2018-07-31 04:29:38,2018-07-31 04:37:46,0,100,487,1,2018-07-31 04:37:46,R_O1NXAWIB4Rn4K1X,EN,1,50,51,1,2,9,2,4,2,4,2,2,2,3,5,4,5,1,3,3,4,3,5,3,4,1,1,1,NA,NA,NA,NA,NA,3,1,5,1,5,1,1,5,1,3,3,3,4,4,3,2,4,11,11,NA,"I rent, I don't own. My scumbag landlord is a slumlord so, there's no way he's going to put solar panels on the roof.

I'm a climate change skeptic; however, I do believe the earth goes through long-term temperature changes-cycles. 

If I did own a home, I probably would get solar panels.
"
2018-07-31 04:22:33,2018-07-31 04:39:19,0,100,1006,1,2018-07-31 04:39:20,R_1ozsFxvvwR40URz,EN,1,53,25,1,2,5,3,2,4,3,2,2,2,2,2,3,4,2,3,5,4,4,5,4,4,1,1,1,NA,NA,NA,NA,NA,2,3,3,2,4,1,2,5,2,1,1,1,3,3,2,3,3,11,11,NA,NA
2018-07-31 04:46:24,2018-07-31 04:49:59,0,100,214,1,2018-07-31 04:50:00,R_3irHofMORv8XqAj,EN,1,12,22,1,3,10,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,10,10,9,yes
2018-07-31 04:48:36,2018-07-31 04:51:26,0,100,169,1,2018-07-31 04:51:26,R_4YMfSNJbsyvy9Wh,EN,1,35,26,2,5,10,80000,1,2,2,1,2,3,2,2,3,1,2,1,2,2,2,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,4,5,4,5,4,4,5,5,4,1,2,1,1,5,2,1,2,10,10,10,yes
2018-07-31 04:55:31,2018-07-31 04:58:28,0,100,176,1,2018-07-31 04:58:29,R_2YnR90rxVrnrOh2,EN,1,57,30,2,5,0,4,2,4,2,1,1,1,1,1,1,4,4,2,5,5,5,4,4,5,1,1,1,NA,NA,NA,NA,1,4,2,2,2,5,1,1,5,1,1,1,1,1,1,2,2,2,11,11,NA,NA
2018-07-31 04:58:18,2018-07-31 04:59:26,0,100,67,1,2018-07-31 04:59:26,R_pGn4XVH3WZh5Dix,EN,1,41,28,2,4,4,4,4,2,2,4,3,3,3,3,3,3,2,3,2,3,3,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,4,3,2,4,3,3,2,3,3,3,2,3,10,12,NA,NA
2018-07-31 04:55:28,2018-07-31 05:05:33,0,100,605,1,2018-07-31 05:05:34,R_10ou4kvxVuPLUdP,EN,1,20,26,1,4,2,3,1,5,1,2,2,1,1,1,1,2,4,3,5,5,4,2,2,3,1,1,NA,NA,NA,NA,NA,1,2,2,2,1,4,1,1,5,1,1,3,3,3,2,3,3,2,12,11,NA,NA
2018-07-31 04:56:34,2018-07-31 05:05:45,0,100,550,1,2018-07-31 05:05:46,R_3kBMTc4GkQvhwb8,EN,1,39,31,1,4,2,2,2,5,1,2,2,2,1,1,1,2,4,3,5,5,1,4,2,4,1,1,NA,NA,NA,NA,NA,1,2,3,4,1,5,1,1,5,1,3,3,2,3,2,2,2,3,11,11,NA,NA
2018-07-31 05:00:13,2018-07-31 05:07:01,0,100,408,1,2018-07-31 05:07:02,R_RCDTao8D14QFQqd,EN,1,20,26,2,6,0,2,2,4,3,2,2,1,1,1,1,3,2,3,5,3,4,2,1,2,1,1,1,NA,NA,NA,NA,1,4,4,1,1,5,1,1,5,1,2,2,2,4,4,2,2,2,11,11,NA,NA
2018-07-31 05:01:56,2018-07-31 05:07:59,0,100,363,1,2018-07-31 05:08:00,R_1cS2UYLXLuKCq6L,EN,1,41,55,2,4,2,1,1,5,1,2,2,2,1,5,5,2,4,2,5,5,4,4,4,5,1,1,1,NA,NA,NA,NA,1,3,4,4,1,4,1,2,4,1,1,1,1,4,4,2,2,2,11,11,NA,NA
2018-07-31 05:06:13,2018-07-31 05:12:38,0,100,384,1,2018-07-31 05:12:38,R_12atwPxxa9U7wty,EN,1,15,37,2,3,2,2,1,5,1,2,2,2,1,1,1,4,2,3,4,4,4,4,2,4,1,1,NA,NA,NA,NA,NA,NA,2,3,2,1,4,1,1,4,1,1,1,1,5,4,5,5,5,11,11,NA,NA
2018-07-31 05:02:29,2018-07-31 05:19:54,0,100,1044,1,2018-07-31 05:19:55,R_3n2YAe8JvxhtYp5,EN,1,15,39,2,5,5,2,3,3,3,5,3,3,4,5,3,4,3,3,2,3,3,3,2,3,NA,NA,1,1,NA,NA,NA,1,2,1,4,3,4,2,2,3,3,3,3,3,5,5,3,3,4,11,11,NA,NA
2018-07-31 05:51:58,2018-07-31 05:55:09,0,100,190,1,2018-07-31 05:55:10,R_28Jb5bPIS0f1p3N,EN,1,56,24,1,5,0,3,2,5,2,5,2,2,1,1,3,4,2,4,4,5,3,4,1,2,1,1,NA,NA,NA,NA,NA,1,3,5,2,2,5,1,2,5,1,1,2,1,2,2,2,2,2,12,11,NA,NA
2018-07-31 05:51:36,2018-07-31 05:55:54,0,100,258,1,2018-07-31 05:55:55,R_3ef5gAz8rtOVUlE,EN,1,20,27,2,6,2,1,2,3,3,4,3,2,2,2,2,3,3,3,4,4,3,2,2,3,1,1,1,1,1,NA,NA,1,2,3,2,2,4,2,2,4,2,2,1,2,2,2,3,3,3,11,11,NA,NA
2018-07-31 05:51:17,2018-07-31 05:56:02,0,100,284,1,2018-07-31 05:56:02,R_sSiPpqYwMxetrxv,EN,1,20,68,2,5,8,3,4,2,2,4,2,2,4,3,4,3,2,1,4,3,2,2,4,4,1,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,5,5,1,5,1,2,4,2,4,3,2,4,3,10,10,10,Had a nice experience with this study
2018-07-31 05:52:13,2018-07-31 05:56:59,0,100,286,1,2018-07-31 05:57:00,R_2401iuJTcsdrvEU,EN,1,15,46,1,5,7,2,3,4,2,1,3,3,2,2,2,4,2,4,5,3,3,4,2,3,1,1,1,NA,NA,NA,NA,NA,3,4,2,1,5,1,1,5,1,1,1,1,5,5,2,2,2,12,11,NA,NA
2018-07-31 05:54:28,2018-07-31 06:02:01,0,100,452,1,2018-07-31 06:02:02,R_1q1FH3wn4KrKHc2,EN,1,49,34,1,6,0,3,1,5,1,2,2,2,1,1,1,2,2,4,5,5,5,5,2,2,1,1,NA,NA,NA,NA,NA,1,4,4,2,1,5,1,1,5,1,2,2,1,4,4,1,1,1,11,11,NA,NA
2018-07-31 05:51:07,2018-07-31 06:03:12,0,100,725,1,2018-07-31 06:03:13,R_339YLvvMM9Ko82H,EN,1,17,24,2,6,0,4,1,5,2,1,1,1,1,1,1,2,2,3,5,5,2,2,2,3,1,1,1,NA,NA,NA,NA,1,3,3,2,1,5,1,1,5,1,1,1,1,2,2,2,2,2,11,10,10,NA
2018-07-31 05:51:17,2018-07-31 06:05:49,0,100,872,1,2018-07-31 06:05:50,R_WqGt95LgA3yKJyx,EN,1,43,26,2,5,0,2,1,5,1,2,2,2,1,2,1,2,4,2,5,4,2,2,2,2,1,1,1,NA,NA,NA,NA,1,4,3,2,1,5,1,1,5,1,1,2,1,1,1,1,1,1,11,11,NA,Good study.
2018-07-31 06:12:05,2018-07-31 06:15:43,0,100,218,1,2018-07-31 06:15:44,R_1BYgqA3ZsPPl7xL,EN,1,54,30,1,5,5,3,1,5,1,3,3,5,1,1,1,1,5,1,2,5,2,4,4,5,NA,1,NA,NA,NA,NA,NA,1,3,3,3,1,5,1,1,5,1,2,2,2,3,3,3,3,3,12,12,NA,Thank you
2018-07-31 06:23:43,2018-07-31 06:26:22,0,100,159,1,2018-07-31 06:26:23,R_3PbkIV1o7nXkT37,EN,1,32,26,2,3,0,2,1,5,1,1,1,1,1,1,1,5,1,3,5,5,5,5,4,4,1,1,1,NA,NA,NA,1,1,4,5,2,1,5,1,1,5,1,1,1,1,3,3,2,2,2,12,11,NA,NA
2018-07-31 06:26:31,2018-07-31 06:29:31,0,100,180,1,2018-07-31 06:29:32,R_33a84zmzEXTcPKr,EN,1,54,58,1,5,7,5,2,3,2,3,2,2,3,2,2,3,2,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,3,4,3,2,4,2,2,2,3,3,2,4,3,2,10,10,10,none
2018-07-31 06:25:24,2018-07-31 06:29:36,0,100,251,1,2018-07-31 06:29:36,R_2ztD5Id1A7A7XZY,EN,1,21,32,1,3,5,4,3,3,3,5,4,3,3,4,3,3,2,4,4,4,3,1,2,2,1,NA,1,1,NA,1,NA,NA,2,3,2,3,3,3,5,3,3,3,3,3,5,5,4,3,4,11,11,NA,Thank you for the survey
2018-07-31 06:24:21,2018-07-31 06:30:08,0,100,346,1,2018-07-31 06:30:09,R_2zI4D6I3b4DtqrG,EN,1,15,27,2,5,1,4,2,4,2,2,2,2,1,1,1,4,1,4,1,4,2,2,1,4,1,NA,1,NA,NA,NA,NA,1,3,2,3,2,4,1,2,4,1,2,2,2,5,5,4,4,4,11,11,NA,NA
2018-07-31 06:23:44,2018-07-31 06:30:38,0,100,414,1,2018-07-31 06:30:39,R_3ixVALq9ygrNveX,EN,1,20,31,1,2,5,2,2,4,2,2,2,2,2,2,2,4,3,5,4,4,2,4,1,2,1,1,NA,NA,NA,NA,NA,1,1,1,5,1,5,1,1,5,1,3,3,3,4,4,4,4,4,11,11,NA,NA
2018-07-31 06:29:06,2018-07-31 06:32:05,0,100,178,1,2018-07-31 06:32:06,R_1QopOXKzCSOMIDo,EN,1,55,34,2,5,6,3,5,2,5,5,5,5,5,5,5,4,3,4,4,3,2,4,2,3,NA,NA,1,NA,1,NA,NA,NA,3,2,4,3,3,2,3,3,2,4,4,4,4,4,3,3,4,11,11,NA,Thanks
2018-07-31 06:30:03,2018-07-31 06:41:21,0,100,678,1,2018-07-31 06:41:22,R_1kOHyoPDSE48Zkc,EN,1,43,50,1,3,5,2,2,4,2,2,2,2,2,2,2,1,5,1,3,3,3,5,2,5,1,1,1,NA,NA,NA,NA,1,4,4,4,1,5,1,1,5,1,3,2,3,3,3,1,1,1,11,11,NA,NA
2018-07-31 06:43:42,2018-07-31 06:46:20,0,100,158,1,2018-07-31 06:46:21,R_10BeLqhSTYeIWp1,EN,1,31,31,1,4,0,2,2,4,2,2,2,2,1,1,1,2,2,4,5,5,1,2,2,2,1,1,1,NA,NA,NA,NA,1,2,1,1,3,4,1,1,4,2,3,3,3,5,5,5,5,5,11,11,NA,NA
2018-07-31 06:58:22,2018-07-31 07:02:50,0,100,268,1,2018-07-31 07:02:51,R_3s0mRjobGKccnIr,EN,1,15,30,1,3,2,5,1,5,1,1,1,1,1,1,1,2,2,2,4,4,3,3,4,4,NA,1,NA,NA,NA,NA,NA,1,2,2,2,1,5,1,1,5,1,3,3,3,3,3,2,2,2,11,11,NA,NA
2018-07-31 06:57:44,2018-07-31 07:03:57,0,100,372,1,2018-07-31 07:03:58,R_2OOxzzh4wNVE7Hy,EN,1,43,28,2,5,5,3,1,5,1,2,2,2,1,1,1,2,4,2,5,5,3,2,2,4,1,1,1,NA,NA,NA,1,1,5,4,4,1,5,1,1,5,1,2,1,2,1,1,1,1,1,10,10,10,NA
2018-07-31 07:00:37,2018-07-31 07:04:14,0,100,216,1,2018-07-31 07:04:15,R_3nO9FHCWybAUxbH,EN,1,54,50,1,5,7,4,2,2,4,3,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,NA,NA,NA,1,NA,1,1,4,4,4,3,5,5,1,4,4,2,2,2,2,2,1,2,2,10,10,5,good
2018-07-31 06:58:03,2018-07-31 07:04:51,0,100,407,1,2018-07-31 07:04:52,R_2tmvCDxDAgb0FCa,EN,1,24,51,2,5,7,4,3,4,3,1,3,3,2,2,2,1,4,2,5,5,1,5,4,4,NA,1,1,NA,NA,NA,NA,1,4,1,4,1,5,1,1,5,1,2,2,2,5,5,3,3,4,11,11,NA,NA
2018-07-31 07:01:41,2018-07-31 07:06:11,0,100,269,1,2018-07-31 07:06:12,R_9t9wmBB8nmgZhkJ,EN,1,53,41,1,2,8,4,1,5,1,1,1,1,1,1,1,1,2,4,1,5,2,2,1,4,1,NA,1,NA,NA,NA,NA,1,4,5,1,1,5,1,1,5,1,2,2,2,5,5,1,1,1,11,11,NA,NA
2018-07-31 07:05:35,2018-07-31 07:07:29,0,100,114,1,2018-07-31 07:07:30,R_28ZbDkSNrH9ViTv,EN,1,20,33186,1,2,3,4,2,2,4,2,4,5,2,5,1,5,4,1,5,2,3,5,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,4,1,3,3,5,1,4,2,4,3,1,4,1,2,4,11,11,NA,NA
2018-07-31 07:02:37,2018-07-31 07:09:12,0,100,395,1,2018-07-31 07:09:13,R_3D5yzkTvMo89fsk,EN,1,11,42,2,5,6,2,2,4,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,NA,1,1,1,NA,1,NA,1,3,1,4,1,4,1,1,5,2,1,1,1,5,5,4,4,4,11,11,NA,NA
2018-07-31 07:04:37,2018-07-31 07:13:19,0,100,521,1,2018-07-31 07:13:20,R_2TvDhe4rG6N1iNE,EN,1,20,34,1,2,3,1,1,3,2,3,2,2,1,1,1,5,1,4,1,1,2,5,3,4,1,1,1,NA,NA,NA,1,1,4,3,2,1,5,1,1,5,1,2,1,2,3,4,1,1,1,11,11,NA,Thanks for survey.
2018-07-31 07:22:00,2018-07-31 07:25:35,0,100,214,1,2018-07-31 07:25:36,R_UDOm9OMnnv0qBC9,EN,1,24,41,1,2,5,3,2,3,2,5,2,2,3,3,3,1,1,4,3,3,3,2,2,4,1,1,1,NA,NA,NA,NA,1,3,1,3,1,5,1,1,5,1,1,1,1,3,3,1,1,1,12,12,NA,NA
2018-07-31 07:30:24,2018-07-31 07:33:19,0,100,174,1,2018-07-31 07:33:20,R_eljTW4FVexm2AzD,EN,1,24,35,1,6,9,2,2,4,2,2,1,2,1,2,2,2,4,3,4,4,4,5,4,4,1,1,1,NA,NA,NA,NA,1,2,2,3,2,5,1,2,4,1,2,2,2,3,3,2,2,1,11,11,NA,NA
2018-07-31 07:31:17,2018-07-31 07:34:23,0,100,185,1,2018-07-31 07:34:23,R_pKSsNlM2tzw6eqJ,EN,1,38,30,1,5,1,1,1,5,1,2,2,2,1,1,1,1,1,1,1,1,1,4,4,5,1,1,NA,NA,NA,NA,NA,1,5,3,3,2,4,2,2,4,2,1,1,1,2,1,1,1,1,11,11,NA,Thank you!
2018-07-31 07:30:25,2018-07-31 07:35:28,0,100,302,1,2018-07-31 07:35:29,R_R82TOuVrKmVJK13,EN,1,15,32,2,3,2,2,1,5,2,2,2,2,2,1,2,4,2,3,5,5,5,4,1,2,1,1,1,NA,NA,NA,NA,1,3,5,5,1,5,1,1,5,1,2,1,1,5,5,3,2,3,11,11,NA,NA
2018-07-31 07:33:50,2018-07-31 07:38:17,0,100,266,1,2018-07-31 07:38:18,R_5o2VmhKVRUlb8PL,EN,1,33,38,2,3,9,4,5,1,5,5,5,5,5,5,5,3,1,5,3,3,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,5,5,1,3,5,3,3,5,5,5,5,5,5,5,5,11,11,NA,NA
2018-07-31 07:31:23,2018-07-31 07:38:22,0,100,419,1,2018-07-31 07:38:23,R_2e8wyPEC0gUeE7j,EN,1,54,76,1,5,8,3,2,5,2,2,2,2,2,2,2,1,5,1,5,5,1,5,4,5,1,1,NA,NA,NA,NA,NA,1,3,3,3,1,5,1,1,5,1,2,2,2,3,3,2,2,2,12,11,NA,NA
2018-07-31 07:35:26,2018-07-31 07:39:19,0,100,233,1,2018-07-31 07:39:20,R_3GDFt9s8zYcC5AY,EN,1,24,35,1,4,1,1,2,4,2,1,2,3,1,1,1,4,2,2,5,5,5,2,2,4,NA,1,NA,NA,NA,NA,NA,1,2,3,2,1,4,1,1,5,1,2,2,2,2,2,3,3,3,12,12,NA,Thanks
2018-07-31 07:30:52,2018-07-31 07:40:28,0,100,575,1,2018-07-31 07:40:29,R_2SDAx2Vg5jNvmAX,EN,1,15,42,2,4,5,3,1,5,1,4,4,4,1,1,1,4,2,4,5,5,4,2,2,2,NA,1,1,NA,NA,NA,NA,1,1,3,3,1,5,1,1,5,1,1,4,1,3,3,2,2,2,11,11,NA,"Some points not addressed: greenwashing with these type products (mfr practices, etc). Also, some products, such as solar panels and wind turbines are not cost effective for many in uncertain economic times- these technologies should be more affordable! Also, industry plays the most important factor in climate change."
2018-07-31 07:40:28,2018-07-31 07:45:49,0,100,321,1,2018-07-31 07:45:50,R_CdI1BTrWh7t5eWl,EN,1,54,25,2,1,5,2,4,3,3,3,3,3,3,3,4,4,1,5,3,3,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,5,1,5,1,1,5,1,2,2,2,3,3,4,4,4,11,11,NA,NA
2018-07-31 08:04:41,2018-07-31 08:09:02,0,100,261,1,2018-07-31 08:09:03,R_3RlmufdRiUxAw90,EN,1,44,27,2,5,1,2,2,5,2,3,1,1,1,1,2,3,2,4,5,5,3,2,3,3,NA,1,1,NA,1,NA,NA,1,3,4,3,1,4,1,2,4,1,2,2,1,3,3,2,2,2,11,11,NA,NA
2018-07-31 08:05:26,2018-07-31 08:09:55,0,100,269,1,2018-07-31 08:09:56,R_2c6nTT7GeiyMKhy,EN,1,42,34,2,5,1,4,2,4,2,2,2,2,2,2,3,2,4,2,3,4,4,5,5,5,1,1,1,NA,NA,NA,NA,1,3,5,5,1,5,1,1,5,1,2,2,2,3,3,2,2,2,11,11,NA,NA
2018-07-31 08:05:45,2018-07-31 08:11:34,0,100,348,1,2018-07-31 08:11:35,R_NXYUVxXncyp7Ukh,EN,1,20,43,1,3,0,2,1,5,1,4,1,2,1,1,1,5,2,5,5,5,3,2,1,5,1,NA,1,NA,NA,1,NA,1,3,1,5,3,5,1,1,5,1,1,1,1,3,3,3,3,3,11,11,NA,NA
2018-07-31 08:04:51,2018-07-31 08:11:54,0,100,422,1,2018-07-31 08:11:55,R_1DwoFyxlgQSI74v,EN,1,14,34,1,5,1,2,1,4,1,4,2,2,1,1,1,4,1,4,5,5,3,3,2,3,1,1,1,NA,NA,NA,NA,1,4,2,4,1,5,1,1,5,1,1,1,1,5,5,3,4,4,11,11,NA,NA
2018-07-31 08:05:50,2018-07-31 08:12:00,0,100,369,1,2018-07-31 08:12:01,R_28REPCEQaOwmQ3g,EN,1,14,40,2,3,1,2,1,5,1,1,1,1,1,1,1,3,2,4,5,5,5,4,2,5,1,1,1,NA,NA,NA,NA,1,3,3,2,1,5,1,1,5,1,1,1,1,2,2,2,2,3,11,11,NA,NA
2018-07-31 08:04:52,2018-07-31 08:13:21,0,100,509,1,2018-07-31 08:13:22,R_1C2ZK1uIgOu5OjU,EN,1,43,32,1,3,1,2,1,5,1,1,1,1,1,1,1,5,1,5,5,5,5,2,2,2,1,1,1,NA,NA,NA,NA,1,2,5,2,1,5,1,1,5,1,1,1,1,5,5,5,5,5,11,11,NA,NA
2018-07-31 08:10:51,2018-07-31 08:14:42,0,100,231,1,2018-07-31 08:14:43,R_2Y9yuCueErRXB3f,EN,1,15,29,2,5,8,4,3,2,2,3,2,4,2,3,3,4,2,2,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,1,NA,3,4,2,5,4,3,4,3,3,2,4,3,2,3,4,3,3,10,10,10,none
2018-07-31 08:20:57,2018-07-31 08:28:20,0,100,443,1,2018-07-31 08:28:21,R_er31XjpUovh6eWt,EN,1,30,31,1,5,4,2,2,3,4,5,2,2,2,2,3,2,4,2,4,4,1,1,2,2,1,1,NA,NA,NA,NA,NA,1,2,3,4,2,4,2,2,4,2,1,1,1,4,4,2,2,2,10,11,NA,NA
2018-07-31 08:51:52,2018-07-31 08:53:38,0,100,106,1,2018-07-31 08:53:39,R_VKHH0Y2GRP1qAb7,EN,1,39,25,1,5,8,1,4,3,3,4,5,3,1,1,1,3,2,4,1,3,4,4,2,2,1,NA,1,NA,NA,NA,NA,NA,2,2,2,3,3,3,2,4,3,4,3,2,3,3,4,4,4,11,11,NA,NA
